系统时间,相对时间(s),扭矩(Nm),转速(rpm),功率(W),Ch1_Temp_C,Ch1_MOS_C,Ch1_Err,Ch1_Pos_rad,Ch1_Spd_rads,Ch1_Cur_A,Ch2_Temp_C,Ch2_MOS_C,Ch2_Err,Ch2_Pos_rad,Ch2_Spd_rads,Ch2_Cur_A,图像.最高温,图像.最低温,图像.平均温,P1.最高温,P2.最高温
2026/03/31 10:25:14.138,52.589,-2.0952,145.93,32.0193,22,29,0,-9.8495,14.4835,1.37,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:14.140,52.59,-3.4792,145.93,53.1699,22,29,0,-9.8495,14.4835,1.37,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:14.274,52.724,-2.5671,145.92,39.2283,22,29,0,-9.8495,14.4835,1.37,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:14.380,52.831,-3.2656,145.92,49.9022,22,29,0,-6.1812,15.0637,1.0037,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:14.380,52.831,-4.1207,145.92,62.9692,22,29,0,-6.1812,15.0637,1.0037,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:14.380,52.831,-4.0832,145.92,62.3961,22,29,0,-6.1812,15.0637,1.0037,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:14.384,52.832,-3.3792,145.92,51.6382,22,29,0,-6.1812,15.0637,1.0037,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:14.578,53.028,-2.6184,145.92,40.0122,22,29,0,-4.502,15.4066,1.0623,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:14.578,53.029,-1.9192,145.92,29.3276,22,29,0,-4.502,15.4066,1.0623,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:14.671,53.122,-3.252,145.92,49.6944,22,29,0,-1.766,15.9165,1.033,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:14.672,53.122,-3.6712,145.87,56.081,22,29,0,-1.766,15.9165,1.033,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:14.672,53.123,-3.996,145.87,61.0427,22,29,0,-1.766,15.9165,1.033,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:14.861,53.312,-2.5935,145.91,39.629,22,29,0,1.1835,15.1604,1.1062,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:14.861,53.312,-3.4928,145.87,53.3558,22,29,0,1.1835,15.1604,1.1062,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:14.862,53.312,-2.7584,145.91,42.1487,22,29,0,1.1835,15.1604,1.1062,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:15.039,53.49,-1.7152,145.91,26.2085,22,29,0,3.9801,15.5736,1.4139,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:15.040,53.491,-3.6064,145.89,55.0987,22,29,0,3.9801,15.5736,1.4139,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:15.041,53.492,-3.4376,145.89,52.5198,22,29,0,3.9801,15.5736,1.4139,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:15.242,53.693,-4.3784,145.89,66.8934,22,29,0,5.5583,14.756,1.3407,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:15.243,53.693,-3.5488,145.89,54.2187,22,29,0,5.5583,14.756,1.3407,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:15.351,53.802,-2.9048,145.91,44.3857,22,29,0,7.1345,16.1538,1.1209,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:15.352,53.802,-1.5903,145.91,24.3,22,29,0,7.1345,16.1538,1.1209,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:15.353,53.804,-1.788,145.91,27.3209,22,29,0,7.1345,16.1538,1.1209,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.0
2026/03/31 10:25:15.496,53.947,-2.6839,145.91,41.0104,22,29,0,10.6678,14.5187,1.3553,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:15.496,53.947,-3.0616,145.89,46.7752,22,29,0,10.6678,14.5187,1.3553,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:15.498,53.949,-2.8984,145.89,44.2819,22,29,0,10.6678,14.5187,1.3553,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
